rate_id,route,date,rate_usd_per_ton_or_day,vessel_type
923,Richards Bay-Chennai,2026-02-09,27.74,Supramax
924,Richards Bay-Chennai,2026-02-16,26.49,Supramax
925,Richards Bay-Chennai,2026-02-23,25.8,Supramax
926,Richards Bay-Chennai,2026-03-02,25.36,Supramax
927,Richards Bay-Chennai,2026-03-09,25.52,Supramax
928,Richards Bay-Chennai,2026-03-16,24.02,Supramax
929,Richards Bay-Chennai,2026-03-23,24.7,Supramax
930,Richards Bay-Chennai,2026-03-30,25.78,Supramax
931,Richards Bay-Chennai,2026-04-06,25.31,Supramax
932,Richards Bay-Chennai,2026-04-13,26.52,Supramax
933,Richards Bay-Chennai,2026-04-20,27.75,Supramax
934,Richards Bay-Chennai,2026-04-27,26.86,Supramax
935,Richards Bay-Chennai,2026-05-04,27.54,Supramax
936,Richards Bay-Chennai,2026-05-11,27.19,Supramax
937,Richards Bay-Chennai,2026-05-18,26.58,Supramax
938,Richards Bay-Chennai,2026-05-25,26.18,Supramax
939,Richards Bay-Chennai,2026-06-01,25.78,Supramax
940,Richards Bay-Chennai,2026-06-08,25.94,Supramax
941,Richards Bay-Chennai,2026-06-15,26.48,Supramax
942,Richards Bay-Chennai,2026-06-22,26.4,Supramax
943,Richards Bay-Chennai,2026-06-29,25.35,Supramax
944,Richards Bay-Chennai,2026-07-06,24.96,Supramax
945,Richards Bay-Chennai,2026-07-13,26.39,Supramax
946,Rotterdam-Casablanca,2024-07-15,30.58,Handysize
947,Rotterdam-Casablanca,2024-07-22,28.97,Handysize
948,Rotterdam-Casablanca,2024-07-29,31.28,Handysize
949,Rotterdam-Casablanca,2024-08-05,32.07,Handysize
950,Rotterdam-Casablanca,2024-08-12,30.37,Handysize
951,Rotterdam-Casablanca,2024-08-19,28.39,Handysize
952,Rotterdam-Casablanca,2024-08-26,26.14,Handysize
953,Rotterdam-Casablanca,2024-09-02,27.17,Handysize
954,Rotterdam-Casablanca,2024-09-09,27.1,Handysize
955,Rotterdam-Casablanca,2024-09-16,26.81,Handysize
956,Rotterdam-Casablanca,2024-09-23,29.09,Handysize
957,Rotterdam-Casablanca,2024-09-30,27.16,Handysize
958,Rotterdam-Casablanca,2024-10-07,27.82,Handysize
959,Rotterdam-Casablanca,2024-10-14,27.43,Handysize
960,Rotterdam-Casablanca,2024-10-21,27.22,Handysize
961,Rotterdam-Casablanca,2024-10-28,28.56,Handysize
962,Rotterdam-Casablanca,2024-11-04,29.05,Handysize
963,Rotterdam-Casablanca,2024-11-11,28.7,Handysize
964,Rotterdam-Casablanca,2024-11-18,27.22,Handysize
965,Rotterdam-Casablanca,2024-11-25,27.26,Handysize
966,Rotterdam-Casablanca,2024-12-02,27.5,Handysize
967,Rotterdam-Casablanca,2024-12-09,27.27,Handysize
968,Rotterdam-Casablanca,2024-12-16,26.6,Handysize
969,Rotterdam-Casablanca,2024-12-23,25.14,Handysize
970,Rotterdam-Casablanca,2024-12-30,25.63,Handysize
971,Rotterdam-Casablanca,2025-01-06,25.99,Handysize
972,Rotterdam-Casablanca,2025-01-13,27.6,Handysize
973,Rotterdam-Casablanca,2025-01-20,26.38,Handysize
974,Rotterdam-Casablanca,2025-01-27,26.39,Handysize
975,Rotterdam-Casablanca,2025-02-03,25.97,Handysize
976,Rotterdam-Casablanca,2025-02-10,26.19,Handysize
977,Rotterdam-Casablanca,2025-02-17,25.57,Handysize
978,Rotterdam-Casablanca,2025-02-24,27.79,Handysize
979,Rotterdam-Casablanca,2025-03-03,28.1,Handysize
980,Rotterdam-Casablanca,2025-03-10,29.05,Handysize
981,Rotterdam-Casablanca,2025-03-17,27.26,Handysize
982,Rotterdam-Casablanca,2025-03-24,27.17,Handysize
983,Rotterdam-Casablanca,2025-03-31,28.06,Handysize
984,Rotterdam-Casablanca,2025-04-07,26.4,Handysize
985,Rotterdam-Casablanca,2025-04-14,27.47,Handysize
986,Rotterdam-Casablanca,2025-04-21,29.71,Handysize
987,Rotterdam-Casablanca,2025-04-28,31.96,Handysize
988,Rotterdam-Casablanca,2025-05-05,33.25,Handysize
989,Rotterdam-Casablanca,2025-05-12,33.09,Handysize
990,Rotterdam-Casablanca,2025-05-19,31.13,Handysize
991,Rotterdam-Casablanca,2025-05-26,32.94,Handysize
992,Rotterdam-Casablanca,2025-06-02,31.03,Handysize
993,Rotterdam-Casablanca,2025-06-09,30.9,Handysize
994,Rotterdam-Casablanca,2025-06-16,32.03,Handysize
995,Rotterdam-Casablanca,2025-06-23,34.16,Handysize
996,Rotterdam-Casablanca,2025-06-30,32.2,Handysize
997,Rotterdam-Casablanca,2025-07-07,32.82,Handysize
998,Rotterdam-Casablanca,2025-07-14,34.21,Handysize
999,Rotterdam-Casablanca,2025-07-21,33.34,Handysize
1000,Rotterdam-Casablanca,2025-07-28,31.26,Handysize
1001,Rotterdam-Casablanca,2025-08-04,30.54,Handysize
1002,Rotterdam-Casablanca,2025-08-11,31.83,Handysize
1003,Rotterdam-Casablanca,2025-08-18,31.68,Handysize
1004,Rotterdam-Casablanca,2025-08-25,31.74,Handysize
1005,Rotterdam-Casablanca,2025-09-01,31.6,Handysize
1006,Rotterdam-Casablanca,2025-09-08,32.69,Handysize
1007,Rotterdam-Casablanca,2025-09-15,32.32,Handysize
1008,Rotterdam-Casablanca,2025-09-22,34.46,Handysize
1009,Rotterdam-Casablanca,2025-09-29,35.84,Handysize
1010,Rotterdam-Casablanca,2025-10-06,34.86,Handysize
1011,Rotterdam-Casablanca,2025-10-13,32.71,Handysize
1012,Rotterdam-Casablanca,2025-10-20,34.67,Handysize
1013,Rotterdam-Casablanca,2025-10-27,35.83,Handysize
1014,Rotterdam-Casablanca,2025-11-03,36.88,Handysize
1015,Rotterdam-Casablanca,2025-11-10,37.17,Handysize
1016,Rotterdam-Casablanca,2025-11-17,35.14,Handysize
1017,Rotterdam-Casablanca,2025-11-24,35.01,Handysize
1018,Rotterdam-Casablanca,2025-12-01,33.48,Handysize
1019,Rotterdam-Casablanca,2025-12-08,31.4,Handysize
1020,Rotterdam-Casablanca,2025-12-15,33.67,Handysize
1021,Rotterdam-Casablanca,2025-12-22,35.11,Handysize
1022,Rotterdam-Casablanca,2025-12-29,35.68,Handysize
1023,Rotterdam-Casablanca,2026-01-05,34.69,Handysize
1024,Rotterdam-Casablanca,2026-01-12,32.76,Handysize
1025,Rotterdam-Casablanca,2026-01-19,32.78,Handysize
1026,Rotterdam-Casablanca,2026-01-26,34.41,Handysize
1027,Rotterdam-Casablanca,2026-02-02,33.38,Handysize
1028,Rotterdam-Casablanca,2026-02-09,31.68,Handysize
1029,Rotterdam-Casablanca,2026-02-16,30.66,Handysize
1030,Rotterdam-Casablanca,2026-02-23,32.32,Handysize
1031,Rotterdam-Casablanca,2026-03-02,30.07,Handysize
1032,Rotterdam-Casablanca,2026-03-09,28.27,Handysize
1033,Rotterdam-Casablanca,2026-03-16,26.76,Handysize
1034,Rotterdam-Casablanca,2026-03-23,27.18,Handysize
1035,Rotterdam-Casablanca,2026-03-30,25.56,Handysize
1036,Rotterdam-Casablanca,2026-04-06,25.32,Handysize
1037,Rotterdam-Casablanca,2026-04-13,26.74,Handysize
1038,Rotterdam-Casablanca,2026-04-20,25.64,Handysize
1039,Rotterdam-Casablanca,2026-04-27,26.57,Handysize
1040,Rotterdam-Casablanca,2026-05-04,26.5,Handysize
1041,Rotterdam-Casablanca,2026-05-11,27.89,Handysize
1042,Rotterdam-Casablanca,2026-05-18,29.57,Handysize
1043,Rotterdam-Casablanca,2026-05-25,28.84,Handysize
1044,Rotterdam-Casablanca,2026-06-01,26.91,Handysize
1045,Rotterdam-Casablanca,2026-06-08,25.26,Handysize
1046,Rotterdam-Casablanca,2026-06-15,27.28,Handysize
1047,Rotterdam-Casablanca,2026-06-22,25.67,Handysize
1048,Rotterdam-Casablanca,2026-06-29,25.65,Handysize
1049,Rotterdam-Casablanca,2026-07-06,27.94,Handysize
1050,Rotterdam-Casablanca,2026-07-13,29.2,Handysize
1051,Recife-Alexandria,2024-07-15,25.87,Handysize
1052,Recife-Alexandria,2024-07-22,25.61,Handysize
1053,Recife-Alexandria,2024-07-29,26.2,Handysize
1054,Recife-Alexandria,2024-08-05,24.95,Handysize
1055,Recife-Alexandria,2024-08-12,25.97,Handysize
1056,Recife-Alexandria,2024-08-19,25.3,Handysize
1057,Recife-Alexandria,2024-08-26,25.91,Handysize
1058,Recife-Alexandria,2024-09-02,27.02,Handysize
1059,Recife-Alexandria,2024-09-09,25.36,Handysize
1060,Recife-Alexandria,2024-09-16,23.92,Handysize
1061,Recife-Alexandria,2024-09-23,23.48,Handysize
1062,Recife-Alexandria,2024-09-30,22.63,Handysize
1063,Recife-Alexandria,2024-10-07,23.69,Handysize
1064,Recife-Alexandria,2024-10-14,24.78,Handysize
1065,Recife-Alexandria,2024-10-21,24.92,Handysize
1066,Recife-Alexandria,2024-10-28,24.4,Handysize
1067,Recife-Alexandria,2024-11-04,25.29,Handysize
1068,Recife-Alexandria,2024-11-11,25.18,Handysize
1069,Recife-Alexandria,2024-11-18,23.65,Handysize
1070,Recife-Alexandria,2024-11-25,25.25,Handysize
1071,Recife-Alexandria,2024-12-02,23.14,Handysize
1072,Recife-Alexandria,2024-12-09,24.98,Handysize
1073,Recife-Alexandria,2024-12-16,24.76,Handysize
1074,Recife-Alexandria,2024-12-23,25.53,Handysize
1075,Recife-Alexandria,2024-12-30,27.53,Handysize
1076,Recife-Alexandria,2025-01-06,28.32,Handysize
1077,Recife-Alexandria,2025-01-13,26.33,Handysize
1078,Recife-Alexandria,2025-01-20,28.14,Handysize
1079,Recife-Alexandria,2025-01-27,28.73,Handysize
1080,Recife-Alexandria,2025-02-03,30.7,Handysize
1081,Recife-Alexandria,2025-02-10,30.41,Handysize
1082,Recife-Alexandria,2025-02-17,32.22,Handysize
1083,Recife-Alexandria,2025-02-24,33.76,Handysize
1084,Recife-Alexandria,2025-03-03,33.05,Handysize
1085,Recife-Alexandria,2025-03-10,32.04,Handysize
1086,Recife-Alexandria,2025-03-17,30.31,Handysize
1087,Recife-Alexandria,2025-03-24,30.98,Handysize
1088,Recife-Alexandria,2025-03-31,30.51,Handysize
1089,Recife-Alexandria,2025-04-07,31.69,Handysize
1090,Recife-Alexandria,2025-04-14,32.76,Handysize
1091,Recife-Alexandria,2025-04-21,33.77,Handysize
1092,Recife-Alexandria,2025-04-28,34.16,Handysize
1093,Recife-Alexandria,2025-05-05,32.84,Handysize
1094,Recife-Alexandria,2025-05-12,32.14,Handysize
1095,Recife-Alexandria,2025-05-19,32.96,Handysize
1096,Recife-Alexandria,2025-05-26,31.58,Handysize
1097,Recife-Alexandria,2025-06-02,31.78,Handysize
1098,Recife-Alexandria,2025-06-09,32.53,Handysize
1099,Recife-Alexandria,2025-06-16,33.96,Handysize
1100,Recife-Alexandria,2025-06-23,31.85,Handysize
1101,Recife-Alexandria,2025-06-30,30.11,Handysize
1102,Recife-Alexandria,2025-07-07,28.4,Handysize
1103,Recife-Alexandria,2025-07-14,28.17,Handysize
1104,Recife-Alexandria,2025-07-21,26.96,Handysize
1105,Recife-Alexandria,2025-07-28,26.02,Handysize
1106,Recife-Alexandria,2025-08-04,24.7,Handysize
1107,Recife-Alexandria,2025-08-11,22.64,Handysize
1108,Recife-Alexandria,2025-08-18,20.88,Handysize
1109,Recife-Alexandria,2025-08-25,22.77,Handysize
1110,Recife-Alexandria,2025-09-01,23.45,Handysize
1111,Recife-Alexandria,2025-09-08,24.9,Handysize
1112,Recife-Alexandria,2025-09-15,26.84,Handysize
1113,Recife-Alexandria,2025-09-22,27.44,Handysize
1114,Recife-Alexandria,2025-09-29,28.34,Handysize
1115,Recife-Alexandria,2025-10-06,26.7,Handysize
1116,Recife-Alexandria,2025-10-13,28.23,Handysize
1117,Recife-Alexandria,2025-10-20,26.64,Handysize
1118,Recife-Alexandria,2025-10-27,27.31,Handysize
1119,Recife-Alexandria,2025-11-03,29.04,Handysize
1120,Recife-Alexandria,2025-11-10,29.32,Handysize
1121,Recife-Alexandria,2025-11-17,31.34,Handysize
1122,Recife-Alexandria,2025-11-24,33.05,Handysize
1123,Recife-Alexandria,2025-12-01,33.9,Handysize
1124,Recife-Alexandria,2025-12-08,32.83,Handysize
1125,Recife-Alexandria,2025-12-15,32.69,Handysize
1126,Recife-Alexandria,2025-12-22,34.57,Handysize
1127,Recife-Alexandria,2025-12-29,35.17,Handysize
1128,Recife-Alexandria,2026-01-05,37.0,Handysize
1129,Recife-Alexandria,2026-01-12,36.03,Handysize
1130,Recife-Alexandria,2026-01-19,35.72,Handysize
1131,Recife-Alexandria,2026-01-26,37.46,Handysize
1132,Recife-Alexandria,2026-02-02,38.63,Handysize
1133,Recife-Alexandria,2026-02-09,37.86,Handysize
1134,Recife-Alexandria,2026-02-16,36.4,Handysize
1135,Recife-Alexandria,2026-02-23,34.56,Handysize
1136,Recife-Alexandria,2026-03-02,35.76,Handysize
1137,Recife-Alexandria,2026-03-09,35.25,Handysize
1138,Recife-Alexandria,2026-03-16,34.53,Handysize
1139,Recife-Alexandria,2026-03-23,32.63,Handysize
1140,Recife-Alexandria,2026-03-30,34.6,Handysize
1141,Recife-Alexandria,2026-04-06,33.58,Handysize
1142,Recife-Alexandria,2026-04-13,33.33,Handysize
1143,Recife-Alexandria,2026-04-20,33.29,Handysize
1144,Recife-Alexandria,2026-04-27,35.14,Handysize
1145,Recife-Alexandria,2026-05-04,35.62,Handysize
1146,Recife-Alexandria,2026-05-11,34.23,Handysize
1147,Recife-Alexandria,2026-05-18,34.19,Handysize
1148,Recife-Alexandria,2026-05-25,32.66,Handysize
1149,Recife-Alexandria,2026-06-01,33.82,Handysize
1150,Recife-Alexandria,2026-06-08,32.6,Handysize
1151,Recife-Alexandria,2026-06-15,33.22,Handysize
1152,Recife-Alexandria,2026-06-22,35.0,Handysize
1153,Recife-Alexandria,2026-06-29,35.93,Handysize
1154,Recife-Alexandria,2026-07-06,34.22,Handysize
1155,Recife-Alexandria,2026-07-13,32.37,Handysize
1156,Houston-Veracruz,2024-07-15,32.37,Handysize
1157,Houston-Veracruz,2024-07-22,31.09,Handysize
1158,Houston-Veracruz,2024-07-29,30.81,Handysize
1159,Houston-Veracruz,2024-08-05,32.84,Handysize
1160,Houston-Veracruz,2024-08-12,31.04,Handysize
1161,Houston-Veracruz,2024-08-19,31.76,Handysize
1162,Houston-Veracruz,2024-08-26,33.98,Handysize
1163,Houston-Veracruz,2024-09-02,34.82,Handysize
1164,Houston-Veracruz,2024-09-09,33.63,Handysize
1165,Houston-Veracruz,2024-09-16,34.65,Handysize
1166,Houston-Veracruz,2024-09-23,36.72,Handysize
1167,Houston-Veracruz,2024-09-30,37.1,Handysize
1168,Houston-Veracruz,2024-10-07,37.18,Handysize
1169,Houston-Veracruz,2024-10-14,39.43,Handysize
1170,Houston-Veracruz,2024-10-21,39.39,Handysize
1171,Houston-Veracruz,2024-10-28,39.06,Handysize
1172,Houston-Veracruz,2024-11-04,40.82,Handysize
1173,Houston-Veracruz,2024-11-11,42.26,Handysize
1174,Houston-Veracruz,2024-11-18,43.72,Handysize
1175,Houston-Veracruz,2024-11-25,43.93,Handysize
1176,Houston-Veracruz,2024-12-02,41.38,Handysize
1177,Houston-Veracruz,2024-12-09,43.71,Handysize
1178,Houston-Veracruz,2024-12-16,45.34,Handysize
1179,Houston-Veracruz,2024-12-23,45.24,Handysize
1180,Houston-Veracruz,2024-12-30,45.59,Handysize
1181,Houston-Veracruz,2025-01-06,47.82,Handysize
1182,Houston-Veracruz,2025-01-13,47.09,Handysize
1183,Houston-Veracruz,2025-01-20,48.02,Handysize
1184,Houston-Veracruz,2025-01-27,47.52,Handysize
1185,Houston-Veracruz,2025-02-03,48.19,Handysize
1186,Houston-Veracruz,2025-02-10,50.54,Handysize
1187,Houston-Veracruz,2025-02-17,48.45,Handysize
1188,Houston-Veracruz,2025-02-24,48.62,Handysize
1189,Houston-Veracruz,2025-03-03,50.98,Handysize
1190,Houston-Veracruz,2025-03-10,48.84,Handysize
1191,Houston-Veracruz,2025-03-17,48.63,Handysize
1192,Houston-Veracruz,2025-03-24,49.99,Handysize
1193,Houston-Veracruz,2025-03-31,50.75,Handysize
1194,Houston-Veracruz,2025-04-07,49.09,Handysize
1195,Houston-Veracruz,2025-04-14,46.74,Handysize
1196,Houston-Veracruz,2025-04-21,46.14,Handysize
1197,Houston-Veracruz,2025-04-28,44.56,Handysize
1198,Houston-Veracruz,2025-05-05,45.56,Handysize
1199,Houston-Veracruz,2025-05-12,47.59,Handysize
1200,Houston-Veracruz,2025-05-19,48.26,Handysize
1201,Houston-Veracruz,2025-05-26,47.54,Handysize
1202,Houston-Veracruz,2025-06-02,45.42,Handysize
1203,Houston-Veracruz,2025-06-09,46.1,Handysize
1204,Houston-Veracruz,2025-06-16,47.3,Handysize
1205,Houston-Veracruz,2025-06-23,45.46,Handysize
1206,Houston-Veracruz,2025-06-30,43.89,Handysize
1207,Houston-Veracruz,2025-07-07,45.01,Handysize
1208,Houston-Veracruz,2025-07-14,45.49,Handysize
1209,Houston-Veracruz,2025-07-21,45.43,Handysize
1210,Houston-Veracruz,2025-07-28,43.19,Handysize
1211,Houston-Veracruz,2025-08-04,43.4,Handysize
1212,Houston-Veracruz,2025-08-11,42.42,Handysize
1213,Houston-Veracruz,2025-08-18,42.59,Handysize
1214,Houston-Veracruz,2025-08-25,44.3,Handysize
1215,Houston-Veracruz,2025-09-01,44.04,Handysize
1216,Houston-Veracruz,2025-09-08,46.58,Handysize
1217,Houston-Veracruz,2025-09-15,44.21,Handysize
1218,Houston-Veracruz,2025-09-22,41.94,Handysize
1219,Houston-Veracruz,2025-09-29,43.41,Handysize
1220,Houston-Veracruz,2025-10-06,41.07,Handysize
1221,Houston-Veracruz,2025-10-13,39.12,Handysize
1222,Houston-Veracruz,2025-10-20,40.69,Handysize
1223,Houston-Veracruz,2025-10-27,41.55,Handysize
1224,Houston-Veracruz,2025-11-03,41.33,Handysize
1225,Houston-Veracruz,2025-11-10,42.24,Handysize
1226,Houston-Veracruz,2025-11-17,44.16,Handysize
1227,Houston-Veracruz,2025-11-24,42.36,Handysize
1228,Houston-Veracruz,2025-12-01,42.77,Handysize
1229,Houston-Veracruz,2025-12-08,44.94,Handysize
1230,Houston-Veracruz,2025-12-15,42.57,Handysize
1231,Houston-Veracruz,2025-12-22,40.74,Handysize
1232,Houston-Veracruz,2025-12-29,41.53,Handysize
1233,Houston-Veracruz,2026-01-05,41.38,Handysize
1234,Houston-Veracruz,2026-01-12,43.52,Handysize
1235,Houston-Veracruz,2026-01-19,41.19,Handysize
1236,Houston-Veracruz,2026-01-26,42.22,Handysize
1237,Houston-Veracruz,2026-02-02,40.33,Handysize
1238,Houston-Veracruz,2026-02-09,38.65,Handysize
1239,Houston-Veracruz,2026-02-16,36.35,Handysize
1240,Houston-Veracruz,2026-02-23,35.36,Handysize
1241,Houston-Veracruz,2026-03-02,36.87,Handysize
1242,Houston-Veracruz,2026-03-09,36.64,Handysize
1243,Houston-Veracruz,2026-03-16,34.96,Handysize
1244,Houston-Veracruz,2026-03-23,35.42,Handysize
1245,Houston-Veracruz,2026-03-30,37.05,Handysize
1246,Houston-Veracruz,2026-04-06,35.03,Handysize
1247,Houston-Veracruz,2026-04-13,35.02,Handysize
1248,Houston-Veracruz,2026-04-20,36.55,Handysize
1249,Houston-Veracruz,2026-04-27,35.12,Handysize
1250,Houston-Veracruz,2026-05-04,36.68,Handysize
1251,Houston-Veracruz,2026-05-11,36.3,Handysize
1252,Houston-Veracruz,2026-05-18,37.9,Handysize
1253,Houston-Veracruz,2026-05-25,40.37,Handysize
1254,Houston-Veracruz,2026-06-01,41.28,Handysize
1255,Houston-Veracruz,2026-06-08,40.38,Handysize
1256,Houston-Veracruz,2026-06-15,42.82,Handysize
1257,Houston-Veracruz,2026-06-22,43.2,Handysize
1258,Houston-Veracruz,2026-06-29,41.35,Handysize
1259,Houston-Veracruz,2026-07-06,43.07,Handysize
1260,Houston-Veracruz,2026-07-13,44.57,Handysize
